order_id,event_id,event_version,order_timestamp_utc,region_code,category_code,currency_code,gross_amount,customer_segment,source_updated_at,ingested_at
SO-202608-00057,CDC-00000057,1,2026-08-02T21:28:53Z,ON,ACC,CAD,217.89,Enterprise,2026-08-02T21:29:53Z,2026-09-26T17:30:00Z
SO-202608-00058,CDC-00000058,1,2026-08-02T21:56:19Z,BC,ACC,CAD,214.02,Enterprise,2026-08-02T22:03:21Z,2026-09-26T17:30:00Z
SO-202608-00059,CDC-00000059,1,2026-08-02T22:05:30Z,ON,ACC,USD,183.87,Enterprise,2026-08-02T22:13:04Z,2026-09-26T17:30:00Z
SO-202608-00060,CDC-00000060,1,2026-08-02T22:48:25Z,ON,SVC,CAD,396.4,Enterprise,2026-08-02T22:56:09Z,2026-09-26T17:30:00Z
SO-202608-00061,CDC-00000061,1,2026-08-03T00:09:09Z,QC,SVC,CAD,1364.53,Consumer,2026-08-03T00:13:05Z,2026-09-26T17:30:00Z
SO-202608-00062,CDC-00000062,1,2026-08-03T01:14:56Z,BC,SVC,CAD,1002.08,SMB,2026-08-03T01:23:21Z,2026-09-26T17:30:00Z
SO-202608-00063,CDC-00000063,1,2026-08-03T01:18:17Z,ON,ACC,USD,36.49,Enterprise,2026-08-03T01:22:42Z,2026-09-26T17:30:00Z
SO-202608-00064,CDC-00000064,1,2026-08-03T01:55:07Z,BC,SVC,CAD,409.15,Consumer,2026-08-03T01:58:02Z,2026-09-26T17:30:00Z
SO-202608-00065,CDC-00000065,1,2026-08-03T02:38:43Z,BC,DEV,CAD,1882.28,SMB,2026-08-03T02:48:03Z,2026-09-26T17:30:00Z
SO-202608-00066,CDC-00000066,1,2026-08-03T06:28:09Z,AB,SVC,CAD,407.62,Consumer,2026-08-03T06:36:08Z,2026-09-26T17:30:00Z
SO-202608-00067,CDC-00000067,1,2026-08-03T06:55:44Z,QC,DEV,CAD,739.28,Enterprise,2026-08-03T06:58:51Z,2026-09-26T17:30:00Z
SO-202608-00068,CDC-00000068,1,2026-08-03T08:38:56Z,AB,ACC,CAD,121.67,SMB,2026-08-03T08:39:35Z,2026-09-26T17:30:00Z
SO-202608-00069,CDC-00000069,1,2026-08-03T09:42:24Z,ON,DEV,CAD,1374.13,SMB,2026-08-03T09:51:15Z,2026-09-26T17:30:00Z
SO-202608-00070,CDC-00000070,1,2026-08-03T10:31:30Z,ON,DEV,CAD,989.82,Enterprise,2026-08-03T10:39:52Z,2026-09-26T17:30:00Z
SO-202608-00071,CDC-00000071,1,2026-08-03T10:33:06Z,QC,ACC,CAD,116.21,Enterprise,2026-08-03T10:40:55Z,2026-09-26T17:30:00Z
SO-202608-00072,CDC-00000072,1,2026-08-03T11:12:24Z,BC,DEV,CAD,1894.68,Enterprise,2026-08-03T11:17:09Z,2026-09-26T17:30:00Z
SO-202608-00073,CDC-00000073,1,2026-08-03T11:31:05Z,QC,ACC,CAD,119.17,Consumer,2026-08-03T11:40:38Z,2026-09-26T17:30:00Z
SO-202608-00074,CDC-00000074,1,2026-08-03T11:42:24Z,QC,DEV,CAD,2181.69,SMB,2026-08-03T11:47:49Z,2026-09-26T17:30:00Z
SO-202608-00075,CDC-00000075,1,2026-08-03T12:24:31Z,ON,SVC,CAD,825.11,Consumer,2026-08-03T12:27:39Z,2026-09-26T17:30:00Z
SO-202608-00076,CDC-00000076,1,2026-08-03T12:34:00Z,QC,ACC,CAD,116.83,Enterprise,2026-08-03T12:41:02Z,2026-09-26T17:30:00Z
SO-202608-00077,CDC-00000077,1,2026-08-03T12:46:36Z,AB,ACC,CAD,217.11,Consumer,2026-08-03T12:52:22Z,2026-09-26T17:30:00Z
SO-202608-00078,CDC-00000078,1,2026-08-03T13:07:15Z,QC,ACC,USD,156.91,SMB,2026-08-03T13:07:17Z,2026-09-26T17:30:00Z
SO-202608-00079,CDC-00000079,1,2026-08-03T13:27:41Z,AB,ACC,CAD,126.49,SMB,2026-08-03T13:31:52Z,2026-09-26T17:30:00Z
SO-202608-00080,CDC-00000080,1,2026-08-03T13:28:04Z,QC,DEV,CAD,1942.35,Consumer,2026-08-03T13:37:31Z,2026-09-26T17:30:00Z
SO-202608-00081,CDC-00000081,1,2026-08-03T13:37:19Z,QC,ACC,CAD,201.29,Enterprise,2026-08-03T13:44:05Z,2026-09-26T17:30:00Z
SO-202608-00082,CDC-00000082,1,2026-08-03T14:37:23Z,ON,SVC,CAD,383.5,Enterprise,2026-08-03T14:44:32Z,2026-09-26T17:30:00Z
SO-202608-00083,CDC-00000083,1,2026-08-03T15:51:57Z,ON,DEV,CAD,1542.67,SMB,2026-08-03T15:52:43Z,2026-09-26T17:30:00Z
SO-202608-00084,CDC-00000084,1,2026-08-03T16:09:34Z,BC,DEV,CAD,2081.97,Enterprise,2026-08-03T16:14:14Z,2026-09-26T17:30:00Z
SO-202608-00085,CDC-00000085,1,2026-08-03T16:29:36Z,ON,SVC,CAD,294.97,Enterprise,2026-08-03T16:34:15Z,2026-09-26T17:30:00Z
SO-202608-00086,CDC-00000086,1,2026-08-03T16:33:56Z,QC,SVC,CAD,1206.49,Enterprise,2026-08-03T16:43:48Z,2026-09-26T17:30:00Z
SO-202608-00087,CDC-00000087,1,2026-08-03T16:34:25Z,ON,ACC,CAD,180.66,Consumer,2026-08-03T16:37:56Z,2026-09-26T17:30:00Z
SO-202608-00088,CDC-00000088,1,2026-08-03T17:08:26Z,AB,SVC,CAD,994.83,Consumer,2026-08-03T17:09:17Z,2026-09-26T17:30:00Z
SO-202608-00089,CDC-00000089,1,2026-08-03T17:23:13Z,ON,SVC,CAD,1130.42,Consumer,2026-08-03T17:31:03Z,2026-09-26T17:30:00Z
SO-202608-00090,CDC-00000090,1,2026-08-03T17:36:13Z,BC,SVC,CAD,752.93,Consumer,2026-08-03T17:39:58Z,2026-09-26T17:30:00Z
SO-202608-00091,CDC-00000091,1,2026-08-03T18:10:24Z,ON,SVC,CAD,432.7,SMB,2026-08-03T18:12:50Z,2026-09-26T17:30:00Z
SO-202608-00092,CDC-00000092,1,2026-08-03T18:59:48Z,ON,ACC,CAD,178.88,SMB,2026-08-03T19:04:07Z,2026-09-26T17:30:00Z
SO-202608-00093,CDC-00000093,1,2026-08-03T19:03:18Z,BC,DEV,CAD,2028.12,SMB,2026-08-03T19:04:19Z,2026-09-26T17:30:00Z
SO-202608-00094,CDC-00000094,1,2026-08-03T19:55:39Z,ON,DEV,CAD,2173.11,Enterprise,2026-08-03T20:04:27Z,2026-09-26T17:30:00Z
SO-202608-00095,CDC-00000095,1,2026-08-03T20:49:41Z,ON,ACC,CAD,112.47,Enterprise,2026-08-03T20:57:14Z,2026-09-26T17:30:00Z
SO-202608-00096,CDC-00000096,1,2026-08-03T21:23:12Z,ON,ACC,CAD,48.42,SMB,2026-08-03T21:31:19Z,2026-09-26T17:30:00Z
SO-202608-00097,CDC-00000097,1,2026-08-03T21:34:46Z,AB,SVC,CAD,324.82,Enterprise,2026-08-03T21:44:08Z,2026-09-26T17:30:00Z
SO-202608-00098,CDC-00000098,1,2026-08-03T22:59:06Z,AB,SVC,CAD,1172.11,SMB,2026-08-03T23:07:17Z,2026-09-26T17:30:00Z
SO-202608-00099,CDC-00000099,1,2026-08-03T23:15:13Z,ON,ACC,CAD,203.4,Consumer,2026-08-03T23:19:46Z,2026-09-26T17:30:00Z
SO-202608-00100,CDC-00000100,1,2026-08-03T23:25:56Z,ON,ACC,CAD,211.05,Consumer,2026-08-03T23:31:57Z,2026-09-26T17:30:00Z
SO-202608-00101,CDC-00000101,1,2026-08-04T00:01:24Z,ON,SVC,CAD,1201.38,Consumer,2026-08-04T00:09:32Z,2026-09-26T17:30:00Z
SO-202608-00102,CDC-00000102,1,2026-08-04T00:12:13Z,AB,DEV,CAD,1649.67,Enterprise,2026-08-04T00:17:40Z,2026-09-26T17:30:00Z
SO-202608-00103,CDC-00000103,1,2026-08-04T02:37:04Z,BC,DEV,CAD,2019.71,Enterprise,2026-08-04T02:39:40Z,2026-09-26T17:30:00Z
SO-202608-00104,CDC-00000104,1,2026-08-04T03:28:39Z,ON,ACC,CAD,214.98,Consumer,2026-08-04T03:33:47Z,2026-09-26T17:30:00Z
SO-202608-00105,CDC-00000105,1,2026-08-04T03:51:36Z,QC,DEV,CAD,1753.97,Consumer,2026-08-04T03:52:06Z,2026-09-26T17:30:00Z
SO-202608-00106,CDC-00000106,1,2026-08-04T04:38:31Z,QC,DEV,CAD,1293.38,Consumer,2026-08-04T04:45:07Z,2026-09-26T17:30:00Z
SO-202608-00107,CDC-00000107,1,2026-08-04T06:10:09Z,ON,DEV,CAD,2307,SMB,2026-08-04T06:11:59Z,2026-09-26T17:30:00Z
SO-202608-00108,CDC-00000108,1,2026-08-04T07:20:47Z,ON,ACC,CAD,45.48,SMB,2026-08-04T07:20:51Z,2026-09-26T17:30:00Z
SO-202608-00109,CDC-00000109,1,2026-08-04T07:33:26Z,ON,ACC,CAD,67.5,SMB,2026-08-04T07:33:35Z,2026-09-26T17:30:00Z
SO-202608-00110,CDC-00000110,1,2026-08-04T08:23:31Z,ON,DEV,CAD,1156.59,Consumer,2026-08-04T08:23:44Z,2026-09-26T17:30:00Z
SO-202608-00111,CDC-00000111,1,2026-08-04T09:16:25Z,AB,ACC,CAD,190.51,Consumer,2026-08-04T09:16:57Z,2026-09-26T17:30:00Z
SO-202608-00112,CDC-00000112,1,2026-08-04T09:27:05Z,ON,SVC,CAD,1157.01,Enterprise,2026-08-04T09:30:48Z,2026-09-26T17:30:00Z
SO-202608-00113,CDC-00000113,1,2026-08-04T09:48:09Z,BC,ACC,CAD,218.41,SMB,2026-08-04T09:50:05Z,2026-09-26T17:30:00Z
SO-202608-00114,CDC-00000114,1,2026-08-04T09:56:30Z,ON,DEV,CAD,2074.29,SMB,2026-08-04T09:59:41Z,2026-09-26T17:30:00Z
SO-202608-00115,CDC-00000115,1,2026-08-04T11:39:43Z,ON,SVC,CAD,943.52,Enterprise,2026-08-04T11:48:28Z,2026-09-26T17:30:00Z
SO-202608-00116,CDC-00000116,1,2026-08-04T12:57:39Z,ON,DEV,CAD,1137.72,SMB,2026-08-04T13:05:52Z,2026-09-26T17:30:00Z
SO-202608-00117,CDC-00000117,1,2026-08-04T13:02:22Z,ON,SVC,CAD,334.51,Consumer,2026-08-04T13:04:58Z,2026-09-26T17:30:00Z
SO-202608-00118,CDC-00000118,1,2026-08-04T13:52:17Z,QC,SVC,CAD,835.11,SMB,2026-08-04T14:02:11Z,2026-09-26T17:30:00Z
SO-202608-00119,CDC-00000119,1,2026-08-04T16:27:13Z,ON,ACC,CAD,188.14,Consumer,2026-08-04T16:28:45Z,2026-09-26T17:30:00Z
SO-202608-00120,CDC-00000120,1,2026-08-04T16:50:47Z,QC,ACC,CAD,135.65,Consumer,2026-08-04T16:58:58Z,2026-09-26T17:30:00Z
SO-202608-00121,CDC-00000121,1,2026-08-04T17:30:10Z,AB,SVC,CAD,764.26,SMB,2026-08-04T17:36:35Z,2026-09-26T17:30:00Z
SO-202608-00122,CDC-00000122,1,2026-08-04T18:39:00Z,ON,DEV,CAD,1934.49,Consumer,2026-08-04T18:46:12Z,2026-09-26T17:30:00Z
SO-202608-00123,CDC-00000123,1,2026-08-04T18:54:13Z,ON,DEV,USD,2280.46,SMB,2026-08-04T18:55:52Z,2026-09-26T17:30:00Z
SO-202608-00124,CDC-00000124,1,2026-08-04T20:56:26Z,AB,ACC,CAD,182.9,Enterprise,2026-08-04T21:05:14Z,2026-09-26T17:30:00Z
SO-202608-00125,CDC-00000125,1,2026-08-04T21:02:19Z,BC,ACC,CAD,171.49,SMB,2026-08-04T21:10:47Z,2026-09-26T17:30:00Z
SO-202608-00126,CDC-00000126,1,2026-08-04T21:08:12Z,ON,ACC,CAD,102.13,SMB,2026-08-04T21:14:38Z,2026-09-26T17:30:00Z
SO-202608-00127,CDC-00000127,1,2026-08-04T21:34:13Z,AB,SVC,CAD,1232.91,Enterprise,2026-08-04T21:39:30Z,2026-09-26T17:30:00Z
SO-202608-00128,CDC-00000128,1,2026-08-04T22:07:38Z,AB,DEV,CAD,1812.22,Consumer,2026-08-04T22:09:22Z,2026-09-26T17:30:00Z
SO-202608-00129,CDC-00000129,1,2026-08-04T23:11:40Z,AB,DEV,CAD,686.79,Consumer,2026-08-04T23:20:24Z,2026-09-26T17:30:00Z
SO-202608-00130,CDC-00000130,1,2026-08-04T23:22:59Z,AB,DEV,CAD,1475.08,Consumer,2026-08-04T23:30:10Z,2026-09-26T17:30:00Z
SO-202608-00131,CDC-00000131,1,2026-08-05T01:32:18Z,ON,DEV,CAD,1877.59,Enterprise,2026-08-05T01:34:10Z,2026-09-26T17:30:00Z
SO-202608-00132,CDC-00000132,1,2026-08-05T03:14:13Z,BC,ACC,CAD,161.26,Consumer,2026-08-05T03:18:04Z,2026-09-26T17:30:00Z
SO-202608-00133,CDC-00000133,1,2026-08-05T03:41:02Z,BC,SVC,CAD,286.76,Consumer,2026-08-05T03:50:09Z,2026-09-26T17:30:00Z
SO-202608-00134,CDC-00000134,1,2026-08-05T04:28:15Z,AB,DEV,CAD,2123.34,Consumer,2026-08-05T04:36:40Z,2026-09-26T17:30:00Z
SO-202608-00135,CDC-00000135,1,2026-08-05T04:38:15Z,ON,ACC,CAD,190.55,Enterprise,2026-08-05T04:45:14Z,2026-09-26T17:30:00Z
SO-202608-00136,CDC-00000136,1,2026-08-05T06:41:13Z,AB,ACC,CAD,90.93,Consumer,2026-08-05T06:41:14Z,2026-09-26T17:30:00Z
SO-202608-00137,CDC-00000137,1,2026-08-05T06:49:17Z,QC,SVC,CAD,883.52,Consumer,2026-08-05T06:53:30Z,2026-09-26T17:30:00Z
SO-202608-00138,CDC-00000138,1,2026-08-05T07:45:40Z,AB,ACC,CAD,77.16,SMB,2026-08-05T07:48:55Z,2026-09-26T17:30:00Z
SO-202608-00139,CDC-00000139,1,2026-08-05T09:07:34Z,ON,ACC,USD,75.78,SMB,2026-08-05T09:16:14Z,2026-09-26T17:30:00Z
SO-202608-00140,CDC-00000140,1,2026-08-05T09:22:41Z,ON,SVC,CAD,489.45,Consumer,2026-08-05T09:29:40Z,2026-09-26T17:30:00Z
SO-202608-00141,CDC-00000141,1,2026-08-05T09:23:26Z,AB,DEV,CAD,1227.91,Consumer,2026-08-05T09:24:01Z,2026-09-26T17:30:00Z
SO-202608-00142,CDC-00000142,1,2026-08-05T09:48:15Z,AB,DEV,CAD,1588.46,Enterprise,2026-08-05T09:49:11Z,2026-09-26T17:30:00Z
SO-202608-00143,CDC-00000143,1,2026-08-05T10:27:05Z,ON,SVC,CAD,965.13,Enterprise,2026-08-05T10:37:01Z,2026-09-26T17:30:00Z
SO-202608-00144,CDC-00000144,1,2026-08-05T10:51:13Z,BC,SVC,USD,1328.49,Enterprise,2026-08-05T10:58:55Z,2026-09-26T17:30:00Z
SO-202608-00145,CDC-00000145,1,2026-08-05T10:53:21Z,ON,DEV,CAD,357.37,Consumer,2026-08-05T10:54:51Z,2026-09-26T17:30:00Z
SO-202608-00146,CDC-00000146,1,2026-08-05T12:17:52Z,ON,DEV,CAD,1610.23,Enterprise,2026-08-05T12:26:14Z,2026-09-26T17:30:00Z
SO-202608-00147,CDC-00000147,1,2026-08-05T13:13:39Z,BC,SVC,CAD,882.86,SMB,2026-08-05T13:17:16Z,2026-09-26T17:30:00Z
SO-202608-00148,CDC-00000148,1,2026-08-05T13:31:39Z,BC,SVC,CAD,837.11,Consumer,2026-08-05T13:41:21Z,2026-09-26T17:30:00Z
SO-202608-00149,CDC-00000149,1,2026-08-05T14:22:39Z,AB,ACC,CAD,143.63,Enterprise,2026-08-05T14:23:22Z,2026-09-26T17:30:00Z
SO-202608-00150,CDC-00000150,1,2026-08-05T15:05:31Z,BC,DEV,CAD,783.52,SMB,2026-08-05T15:14:03Z,2026-09-26T17:30:00Z
SO-202608-00151,CDC-00000151,1,2026-08-05T16:04:23Z,BC,DEV,CAD,1136.39,Consumer,2026-08-05T16:07:09Z,2026-09-26T17:30:00Z
SO-202608-00152,CDC-00000152,1,2026-08-05T16:09:46Z,QC,SVC,CAD,1202.87,Enterprise,2026-08-05T16:19:31Z,2026-09-26T17:30:00Z
SO-202608-00153,CDC-00000153,1,2026-08-05T17:50:05Z,ON,ACC,CAD,49.61,Enterprise,2026-08-05T17:54:45Z,2026-09-26T17:30:00Z
SO-202608-00154,CDC-00000154,1,2026-08-05T18:20:12Z,QC,DEV,CAD,2055.02,Consumer,2026-08-05T18:29:37Z,2026-09-26T17:30:00Z
SO-202608-00155,CDC-00000155,1,2026-08-05T18:36:10Z,ON,DEV,CAD,995.34,Consumer,2026-08-05T18:36:31Z,2026-09-26T17:30:00Z
SO-202608-00156,CDC-00000156,1,2026-08-05T18:56:36Z,QC,DEV,CAD,1255.29,Consumer,2026-08-05T19:06:13Z,2026-09-26T17:30:00Z
SO-202608-00157,CDC-00000157,1,2026-08-05T19:07:06Z,ON,SVC,CAD,623.41,Consumer,2026-08-05T19:08:44Z,2026-09-26T17:30:00Z
SO-202608-00158,CDC-00000158,1,2026-08-05T19:52:19Z,BC,DEV,CAD,797.57,Consumer,2026-08-05T20:01:29Z,2026-09-26T17:30:00Z
SO-202608-00159,CDC-00000159,1,2026-08-05T20:20:19Z,AB,DEV,CAD,1597.55,Enterprise,2026-08-05T20:24:20Z,2026-09-26T17:30:00Z
SO-202608-00160,CDC-00000160,1,2026-08-05T20:38:33Z,ON,ACC,CAD,199.16,Consumer,2026-08-05T20:40:51Z,2026-09-26T17:30:00Z
SO-202608-00161,CDC-00000161,1,2026-08-05T21:17:51Z,QC,ACC,CAD,80.47,Consumer,2026-08-05T21:24:27Z,2026-09-26T17:30:00Z
SO-202608-00162,CDC-00000162,1,2026-08-05T21:20:07Z,BC,SVC,CAD,838.19,Consumer,2026-08-05T21:28:30Z,2026-09-26T17:30:00Z
SO-202608-00163,CDC-00000163,1,2026-08-05T22:17:51Z,ON,DEV,CAD,488.42,SMB,2026-08-05T22:20:34Z,2026-09-26T17:30:00Z
SO-202608-00164,CDC-00000164,1,2026-08-06T00:06:22Z,ON,ACC,USD,138.62,Enterprise,2026-08-06T00:13:46Z,2026-09-26T17:30:00Z
